,name,country,city,town,address,total space (sqft),colocation space (sqft),total power (MW),latitude,longitude
1764,DataBank,usa, UT, Salt Lake, Bluffdale,275000.0,43820.0,3.25,39.4225192,-111.714358
1766,Flexential,usa, UT 84042, Lindon,333 South 520 West #150,9542.0,6336.0,0.57,55.3021926,25.971696311589092
1767,Rackspace,australia, Erskine Park NSW 2759,1-11 Templar Rd,,5166.0,,5.6,-33.8086111,150.8013889
1768,Cologix,usa, OH, Columbus,555 Scherers Court,20000.0,20000.0,,40.2253569,-82.6881395
1769,H5 Data Centers,usa, TN, Nashville,211 Commerce Street,22000.0,,,35.7730076,-86.2820081
1770,Colocation America,usa, CT, Waterbury,108 Bank St,30000.0,8000.0,,41.6500201,-72.7342163
1771,DC BLOX,usa, AL, Birmingham,433 6th Street,31000.0,15000.0,5.0,,
1772,Involta,usa, OH,Independence,,23000.0,10000.0,1.0,40.2253569,-82.6881395
1773,Flexential,usa, OR 97124, Hillsboro,3935 NE Aloclek Dr,85388.0,138000.0,5.3,,
1774,Zenlayer,indonesia, Jakarta 13340, East Jakarta City, Jatinegara,,,,-6.175247,106.8270488
1775,Quest Technology Management,usa, CA, McClellan Park,4235 Forcum Ave,,,,36.7014631,-118.755997
1776,Telia Company,germany, Düsseldorf,In der Steele 43,,,,,51.2254018,6.7763137
1777,CoreSite,usa, FL, Miami,2115 Northwest 22nd Street,43000.0,,,27.7567667,-81.4639835
1778,LightEdge,usa, CA, San Diego,9305 Lightwave Avenue,100000.0,56432.0,2.9,36.7014631,-118.755997
1779,Cirion Technologies,venezuela, Capital District, Caracas, La Urbina,14999.0,7216.0,2.0,10.47461405,-66.96926945127092
1780,China Telecom,south korea, Seoul, Mapo-gu, Seogyo-dong,,,,37.5666791,126.9782914
1781,FOGO Solutions,usa, GA 30303, Atlanta,56 Marietta St NW,,,,,
1782,US Signal,usa, MI, Byron Center,400 76th St SW,,,,43.6211955,-84.6824346
1783,QuadraNet,usa, WA, Tukwila,12201 Tukwila International Blvd,,,,47.2868352,-120.212613
1784,Atlantic.net,usa, TX, Dallas,2323 Bryan Street,230000.0,118000.0,4.5,31.2638905,-98.5456116
1785,MOD Mission Critical,usa, TX, Plano,3500 East Plano Parkway,261425.0,156460.0,18.0,31.2638905,-98.5456116
1786,Iron Mountain Data Centers,usa, MO, Kansas City,6301 Winchester Avenue,50000.0,,3.9,33.512691,131.304743
1787,Zenlayer,germany, 60314 Frankfurt am Main,Weismüllerstraße 21-23,,,,,50.113769684240005,8.712718914
1788,Nautilus Data Technologies,usa, CA, Stockton,1002 Embarcadero,13750.0,,8.0,36.7014631,-118.755997
1789,Equinix,usa, TX, Dallas,2323 Bryan Street,17164.0,12533.0,1.5,31.2638905,-98.5456116
1790,Lumen,usa, UT, Salt Lake City,5035 Harold Gatty Drive,35826.0,10370.0,,39.4225192,-111.714358
1791,Sabey Data Centers,usa, WA 98802, East Wenatchee,4405 Grant Rd,,,,,
1792,Limestone Networks,usa, OR, Hillsboro,3935 Northeast Aloclek Drive,,,,43.9792797,-120.737257
1793,Involta,usa, ID, Boise,1450 South Eagle Flight Way,,6000.0,,43.6447642,-114.015407
1794,Digital Realty,france, 13015 Marseille,Digital Realty Marseille MRS2,,76000.0,,16.5,43.35590858423913,5.357136729891304
1795,TierPoint,usa, MD, Baltimore,1401 Russell Street,28000.0,14000.0,,39.5162401,-76.9382069
1796,ScaleMatrix,usa, WA, Puyallup,1023 39th Avenue Southeast,200000.0,,100.0,47.2868352,-120.212613
1797,FirstLight,usa, NH, Bedford,8 Commerce Drive,7248.0,,,43.4849133,-71.6553992
1798,Flexential,usa, OR, Hillsboro,4915 NE Starr Blvd,138000.0,138000.0,18.0,43.9792797,-120.737257
1799,DartPoints,usa, LA 70806, Baton Rouge,7139 Florida Blvd,27000.0,7300.0,,,
1800,TierPoint,usa, MO, Kansas City,10801 North Amity Avenue,27000,5700,,33.512691,131.304743
1801,IPXON Networks,argentina, Córdoba,Coronel Pedro Zanni 250,,9687,5382,1900.0,-31.4166867,-64.1834193
1802,Green Colo LTD,uk, Fareham, Portchester, Cams Hall Estate,"2,000","1,500",2.0,50.8526637,-1.1783134
1803,Datacenter United,belgium, 2030 Antwerpen,Haïfastraat 6,,,,,51.274763050000004,4.357808558108607
1804,IPXON Networks,mexico, Méx., 54948 Fuentes del Valle, San Mateo Cuautepec,12916,12916,,19.4839446,-99.6899716
1805,Lumen,usa, MD, Baltimore,300 West Lexington Street,50958,8123,,39.5162401,-76.9382069
1806,Enzu,usa, MA, Needham,128 1st Avenue,,,,18.3414575,-64.9335173
1807,Enzu,usa, CO, Aurora,11900 East Cornell Avenue,,,,38.7251776,-105.607716
1808,Web Werks India Pvt Ltd,india, Karnataka, Bengaluru, Whitefield,80000,,4.0,14.5203896,75.7223521
1809,Navegalo,nicaragua, Managua,Asados Km14,,,,,12.1544035,-86.2737642
1810,Prime Data Centers,usa, CA, Santa Clara,1231 Comstock Street,92000,,9.0,36.7014631,-118.755997
1811,Lumen,usa, GA, Atlanta,345 Courtland Street Northeast,42194,9125,6.8,32.3293809,-83.1137366
1812,Cogent Communications,usa, OH, Columbus,240 N 5th St,43353,5400,,40.2253569,-82.6881395
1813,Dynascale,usa, TX,Dallas,,,,,31.2638905,-98.5456116
1814,Lumen,usa, KY, Louisville,332 West Broadway,10495,1598,,37.5726028,-85.1551411
1815,Lumen,usa, DE, Wilmington,1603 Jessup Street,15000,1228,,38.6920451,-75.4013315
1816,Digital Realty,south africa, Cape Town, Brackenfell South,57 Tiber Road,129167,,30.0,-33.928992,18.417396
1817,Cologix,usa, TX, Dallas,1950 North Stemmons Freeway,13000,,,31.2638905,-98.5456116
1818,Expedient,usa, WI, Franklin,4777 Ironwood Drive,27000,10000,,44.4308975,-89.6884637
1819,Hivelocity,sweden, Kista,Esbogatan 11,,,,,59.403311,17.9442849
1820,Digital Realty,denmark, Copenhagen,Carl Jacobsens Vej 20,,12917,,3.0,55.6867243,12.5700724
1821,NorthC,netherlands, 1014 BB Amsterdam,Kabelweg 48a,,53820,26910,2.4,52.39209438636364,4.8478109636363635
1822,Zenlayer,indonesia, Bali 80221, Badung Regency, Kuta,,,,,
1823,Hivelocity,usa, IL, Chicago,725 South Wells Street,,6000,0.6,40.0796606,-89.4337288
1824,Zenlayer,malaysia, Federal Territory of Kuala Lumpur, 50200 Kuala Lumpur, Bukit Ceylon,,,,3.1526589,101.7022205
1825,China Telecom,brazil, 02675-031, Osasco - SP, 350 - Vila Menck,,,,-23.493941075,-46.75062385
1826,Tel Networks Inc.,usa, MN, Minneapolis,250 Marquette Avenue,,,,45.9896587,-94.6113288
1827,China Telecom,china, Fujian, Zhangzhou, Xiangcheng,,,,26.193218,118.2208721
1828,Hurricane Electric,usa, CA, San Jose, South Market Street,3000,,,36.7014631,-118.755997
1829,"Ascenty, a Digital Realty Company",brazil, Vinhedo - State of São Paulo,Avenida João Batista Falssarela - Jardim dos Passaros,,22604.21,,34.0,,
1830,Nxtra by Airtel,india, Uttar Pradesh, Noida, Sector 102,,,6.0,27.1303344,80.859666
1831,Enzu,usa, TX, Austin,7620 Metro Center Dr,,,,31.2638905,-98.5456116
1832,Netshop ISP,malta, Qormi,54/55 Triq Manuel Borg Gauci,,559,,,35.877464,14.4739598
1833,MOD Mission Critical,usa, NV, North Las Vegas,3330 East Lone Mountain Road,111240,8400,9.0,39.5158825,-116.853722
1834,Lumen,usa, NY, Albany,11 North Pearl Street,6800,774,,43.1561681,-75.8449946
1835,Equinix,peru, Lima,Centauro 115,,8094,,0.7,-12.0621065,-77.0365256
1836,Enzu,usa, NV, Las Vegas,302 E Carson Ave,,,,39.5158825,-116.853722
1837,ScaleMatrix,usa, TX, Allen,820 Allen Commerce Parkway,16000,,7.2,31.2638905,-98.5456116
1838,Cirion Technologies,brazil, Rio de Janeiro - RJ,Quinta da Boa Vista - Parque Quinta da Boa Vista - São Cristóvão,,5000,4000,5.0,-22.9110137,-43.2093727
1839,IPXON Networks,colombia, Bogota,Cra. 68 #169a-73,,6458,3768,1100.0,4.6533816,-74.0836333
1840,Amazon AWS,india, Maharashtra, Navi Mumbai, Airoli,,,,18.9068356,75.6741579
1843,Amazon AWS,ireland, County Dublin, Cooldown Commons,4033 Citywest Avenue,,,,53.40651475,-6.286667702716778
1844,Microsoft Azure,usa, WA, Quincy,1515 Port Industrial Way,800000.0,,,47.2868352,-120.212613
1845,Microsoft Azure,usa, IA 50265, West Des Moines,550 White Crane Rd,408000.0,,,,
1846,Microsoft Azure,usa, VA,Boydton,,,,,37.1232245,-78.4927721
1847,Microsoft Azure,usa, IL, Northlake,601 Northwest Avenue,700000.0,,,40.0796606,-89.4337288
1848,Google,usa, TN 37040, Clarksville,1000 Boolean Dr,,,,,
1849,Microsoft Azure,germany,Frankfurt am Main,,,,,,50.1106444,8.6820917
1850,Microsoft Azure,usa, TX, San Antonio,5150 Rogers Rd,470000.0,,,31.2638905,-98.5456116
1851,Microsoft Azure,india, Maharashtra,Pune,,,,,18.9068356,75.6741579
1852,Microsoft Azure,singapore,1 Marina Boulevard,,,350000.0,,,1.28228865,103.85268122404182
1853,Microsoft Azure,canada, ON,Toronto,,,,,50.000678,-86.000977
1854,Amazon AWS,usa, OR 97818, Boardman,79539 Rippee Road,,,,,
1855,Microsoft Azure,australia, North Sydney New South Wales 2060,1 Denison Street,,,,,-33.8354519,151.2083011
1856,Apple Inc.,usa, NC, Newton,5977 Startown Road,500000.0,184000.0,,35.6729639,-79.0392919
1857,OVHCloud,france, 59820 Gravelines,Route de la Ferme Masson,,,,,50.97948161352657,2.1475109507246377
1858,Microsoft Azure,usa, AZ 85335, El Mirage,12901 West Olive Avenue,244666.0,,,,
1859,Apple Inc.,usa, AZ, Mesa,3740 South Signal Butte Road,1300000.0,,,34.395342,-111.763275
1860,Apple Inc.,usa, OR 97754, Prineville,1600 SW Baldwin Rd,3200000.0,,,,
1861,Microsoft Azure,hong kong, Telegraph Bay, Cyberport 2,Microsoft Hong Kong Limited,,,,22.2584342,114.1269589
1862,AQL,uk, West Yorkshire LS11 5LN, Leeds,Apex Way,,,,53.79154475,-1.53905005
1863,Microsoft Azure,sweden,805 91 Gävle,,,245000.0,,,60.57968404,17.14203517
1864,Microsoft Azure,india, Tamil Nadu,Chennai,,,,,10.9094334,78.3665347
1865,Apple Inc.,usa, IA, Waukee,2995 W Hickman Rd,398473.0,,,41.9216734,-93.3122705
1866,AQL,uk, West Yorkshire LS10 1JW, Leeds,Hunslet Lane,,,,53.79154475,-1.53905005
1867,Facebook,usa, GA, Social Circle,240 Shire Parkway,970000.0,,,32.3293809,-83.1137366
1868,Facebook,usa, AL, Toney,5400 Prosperity Dr NW,970000.0,,,,
1869,Google,usa, NV 89011, Henderson, West Warm Springs Road,75000.0,,,46.405094,-87.396662
1870,Google,ireland, D04 V4X7, Dublin 4, Grand Canal Dock,310000.0,,,,
1871,Amazon AWS,usa, OR, Boardman,73200 Lewis and Clark Drive,,,,43.9792797,-120.737257
1872,Google,usa, NE 68138, Papillion,14706 Schram Road,,,,,
1873,Google,usa, TX, Midlothian,3800 Railport Pkwy,800000.0,,,31.2638905,-98.5456116
1874,Amazon AWS,usa, OH, Dublin,5895 Houchard Road,310000.0,,35.0,40.2253569,-82.6881395
1875,Global Switch,singapore, Singapore 534408,2 Tai Seng Avenue,,287859.0,,25.0,1.357107,103.8194992
1876,Amazon AWS,usa, VA, Ashburn,21263 Smith Switch Rd,200000.0,,,37.1232245,-78.4927721
1877,Apple Inc.,usa, NV 89521, Reno,21505 Technology Way,1100000.0,,,,
1878,CtrlS Datacenters LTD,india, Maharashtra 400710, Navi Mumbai, Mahape,200000.0,,20.0,21.5071955,78.9725097
1879,Amazon AWS,usa, VA, Manassas, 7060 Wellington Road,146962.0,,,37.1232245,-78.4927721
1880,Sentinel Data Centers,usa, TN, Memphis,3180 Players Lane,40000.0,,,35.7730076,-86.2820081
1881,WowRack,indonesia, Jakarta 10310, Central Jakarta City, Menteng,,,,-6.175247,106.8270488
1882,Colozueri,switzerland, 8048 Zürich,Badenerstrasse 569,,10763.0,5382.0,,47.38785280734177,8.48668617434599
1883,Oracle,france,Marseille,,,,,,43.2961743,5.3699525
1884,EdgeConnex,usa, OR 97124, Hillsboro,6297 NE Evergreen Pkwy building a,16850.0,,3.0,,
1885,Amazon AWS,usa, VA, Manassas,Bethlehem Road,211816.0,,,37.1232245,-78.4927721
1886,WowRack,indonesia, East Java, Surabaya, Genteng,,,,-7.6977397,112.4914199
1887,OVHCloud,canada, QC J6N 0C2, Beauharnois,50 Rue de l'Aluminerie,,,,,
1888,Skybox Datacenters,usa, VA, Sterling,22675 Dulles Summit Court,210500.0,,30.0,37.1232245,-78.4927721
1889,Amazon AWS,usa, VA 20152, Chantilly,Willard Rd,,,,,
1890,Skybox Datacenters,usa, Texas 78660, Pflugerville,600 New Meister Ln,141000.0,53245.0,30.0,,
1891,EdgeConnex,usa, FL, Jacksonville,6602 Executive Park Court North,15570.0,,1.5,27.7567667,-81.4639835
1892,EdgeConnex,usa, Virginia 23502, Norfolk,3800 Village Ave suite c,19619.0,,0.75,33.711823,-117.7924143
1893,CERN,switzerland, 1217 Meyrin,Route P.Scherrer 1,,,,,46.22947867162162,6.073519352252252
1894,Amazon AWS,usa, OR, Umatilla,Bonney Ln,,,,43.9792797,-120.737257
1895,Amazon AWS,usa, VA, Ashburn,43940 Digital Loudoun Plaza,,,,37.1232245,-78.4927721
1896,LiteWire Data,usa, TN, McMinnville,204 Red Rd,285000.0,,,35.7730076,-86.2820081
1897,EvoSwitch,usa, OH, Miamisburg,3366 South Tech Boulevard,44000.0,,4.0,40.2253569,-82.6881395
1898,Amazon AWS,china, Beijing,Tongzhou District,,,,,39.9057136,116.3912972
1899,omart,uk, London EC2A 4DN,Bonhill Street,,16329.0,,,51.5074456,-0.1277653
1900,Oracle,south korea, Gangwon-do,Chuncheon-si,,,,,37.885,127.7297
1901,MDC Data Centers,usa, CA, San Diego,7014 Manya Circle,7920.0,3000.0,0.5,36.7014631,-118.755997
1902,Oracle,israel,Jerusalem,,,,,,31.7788242,35.2257626
1903,Amazon AWS,usa, VA 20166, Dulles,24178 Upper Woodside Ln,180000.0,,32.0,41.838558,-71.425049
1904,Redcentric,uk, Woking GU21 3BA, Kestrel Way,Goldsworth Park Trading Estate,,25000.0,,51.3201891,-0.5564726
1905,Amazon AWS,usa, VA 20109, Manassas, 9651 Hornbaker Rd,,,,,
1906,uNetworks,germany, Munich,Arnulfstraße 205,,,6232.0,,48.1371079,11.5753822
1907,"oonami, LLC",usa, UT, West Valley City,2302 Presidents Drive,,,,39.4225192,-111.714358
1908,EdgeConnex,chile, Calle Larga,Carretera General San Martín 8400,,27986.17,,7.0,-32.8552685,-70.6260407
1909,STTelemedia Global Data Centres,thailand, Bangkok,Pathumwan,,60000.0,30000.0,2.0,13.7524938,100.4935089
1910,EdgeConnex,usa, FL 32303, Tallahassee,1531 Commonwealth Business Drive,11810.0,,0.25,46.441062,-87.916286
1911,Binary Net,usa, NE, Lincoln,134 South 13th Street,150000.0,10000.0,1.5,41.7370229,-99.5873816
1912,omart,uk, Maidenhead SL6 7FW,Clivemont Rd,,30139.0,,,51.522743,-0.7197368
1913,LeaseWeb,hong kong, New Territories, Tseung Kwan O Industrial Estate,11 Chun Kwong Street,53820.0,21528.0,3.0,22.4300716,114.0724197
1914,LeaseWeb,hong kong, Tsuen Wan,168 Yeung Uk Road,,,86909.0,,22.3716605,114.1134699
1915,Swisscolocation SA,switzerland, Morbio Inferiore,Viale Serfontana 7,,,21527.0,,45.8530469,9.016289
1916,Global Switch,germany, Frankfurt am Main Mitte-West, 60489 Frankfurt am Main,Eschborner Landstraße 110,190371.0,,,50.123521249999996,8.600043263716817
1917,Microsoft Azure,china,Beijing,,,,,,39.9057136,116.3912972
1918,Comarch ICT,germany, 01187 Dresden,Chemnitzer Str. 59B,,861.0,,7.0,51.028431357987365,13.707291342148014
1919,Segra,usa, NC, Winston-Salem,3310 Old Lexington Road,120000.0,25860.0,6.0,35.6729639,-79.0392919
1920,Acehost Data Centers,usa, FL, Tampa,412 East Madison Street,10000.0,8000.0,2.5,27.7567667,-81.4639835
1921,Digital Realty,mexico, Querétaro, Villa Progreso, San José,258000.0,,31.0,20.8052225,-99.8837376
1922,Enzu,usa, AZ, Phoenix,120 East Van Buren Street,,,,34.395342,-111.763275
1923,Prime Data Centers,usa, IL, Elk Grove Village,1501 Midway Ct,354000.0,156000.0,54.0,40.0796606,-89.4337288
1924,LightEdge,usa, TX 78741, Austin,2916 Montopolis Dr,58471.0,,2.5,,
1925,DartPoints,usa, SC 29456, Ladson,8480 Palmetto Commerce Pkwy,15000.0,5000.0,,17.756638199999998,-64.58357751615026
1926,Digital Realty,brazil, 61921-430, Fortaleza - CE, 1161,97000.0,,10.0,-24.27099185,-53.8433632189311
1927,China Telecom,hong kong, Tsuen Wan,3 Shing Yiu St,,,,,22.3716605,114.1134699
1928,DataBank,usa, CO 80112, Centennial,6961 South Quentin Street,,75000.0,16.0,,
1929,Digital Realty,france, 77600 Ferrières-en-Brie,16 Avenue Joseph Froelicher,,60000.0,,20.0,48.8213887,2.7045126
1930,Nxtra by Airtel,india, Haryana, Gurugram, Imt Manesar,,,8.5,29.0,76.0
1931,Cologix,usa, MN, Minneapolis,511 11th Avenue South,7500.0,7500.0,,45.9896587,-94.6113288
1932,Equinix,canada, BC V5C 6C6, Burnaby,4185 Still Creek Drive suite c 150,48524.0,3696.0,,-6.0613871,-49.9063016
1933,AtlasEdge Data Centres,france, Paris, 63 Boulevard Bessières,AtlasEdge Paris North Data Centre,,10269.0,3.3,48.8588897,2.3200410217200766
1934,24Shells Inc,uk, London,1 Paul Julius Cl,,,,,51.5074456,-0.1277653
1935,Lumen,usa, KY, Louisville,715 S 7th St,13400.0,1146.0,,37.5726028,-85.1551411
1936,123NET,usa, MI, Southfield,24245 Northwestern Hwy,,8000.0,1.5,43.6211955,-84.6824346
1937,Cologix,usa, MN, Minneapolis,511 11th Ave S,16000.0,,3.4,45.9896587,-94.6113288
1938,MOD Mission Critical,france, 93200 Saint-Denis,114 Rue Ambroise Croizat,,72118.0,67812.0,,48.93346144469136,2.3549686854320986
1939,MOD Mission Critical,usa, CA, Los Angeles,600 West 7th Street,490000.0,30000.0,27.0,36.7014631,-118.755997
1940,Digital Realty,belgium, Zaventem,Mercuriusstraat 27,,72000.0,,,50.8806207,4.4730008
1941,Zenlayer,indonesia, Jakarta 12760, South Jakarta City, Duren Tiga,,,,-6.175247,106.8270488
1942,MOD Mission Critical,japan, Tokyo, Shinagawa City,2 Chome-2-2 Higashi-Shinagawa,74024.0,,,35.6821936,139.762221
1943,MOD Mission Critical,australia, Port Melbourne VIC,578 Lorimer Street,,105486.0,35799.0,,-37.8333613,144.9219203
1944,MOD Mission Critical,usa, FL, Tampa,8350 Park Edge Drive,60166.0,,3.0,27.7567667,-81.4639835
1945,DataBank,usa, PA, Pittsburgh,35 Summit Park Drive,115000.0,47100.0,4.5,40.9699889,-77.7278831
1946,MOD Mission Critical,usa, AZ, Phoenix,3402 East University Drive,,90000.0,,34.395342,-111.763275
1947,Involta,usa, WI,Green Bay,,,,,44.4308975,-89.6884637
1948,"Ascenty, a Digital Realty Company",brazil, Hortolândia - State of São Paulo, 4 - Jardim Santa Izabel,Rua Papa João Paulo II,32291.73,,,,
1949,Lumen,usa, PA, Lancaster,1720 Hempstead Rd,5000.0,920.0,,40.9699889,-77.7278831
1950,Equinix,china, Shanghai, Pudong,700 Jinyu Road,30755.0,10781.0,,31.2323437,121.4691024
1951,Enzu,usa, GA, Atlanta,56 Marietta Street NorthWest,,,,32.3293809,-83.1137366
1952,Equinix,canada, NB E2K 5B7, Saint John,7 McIntosh Street,3320.0,,,,
1953,Zenlayer,south korea, Seoul, Geumcheon-gu,Gasan digital 1-ro,,,,37.5666791,126.9782914
1954,Enzu,usa, FL, Miami,50 NE 9th St,,,,27.7567667,-81.4639835
1955,FirstLight,usa, ME, Bangor,60 Summer St,8000.0,,,45.709097,-68.8590201
1956,China Telecom,china, Shanghai Shi, 泰谷路 Pudong Xinqu,Shanghai Lipu Industries Corporation,,,,31.2323437,121.4691024
1957,China Telecom,china, Guizhou, Anshun,Pingba,,,,27.0,107.0
1958,CoreSite,usa, CA, Santa Clara,3020 Coronado Drive,230000.0,,,36.7014631,-118.755997
1959,Digital Realty,usa, TX, Dallas,8435 North Stemmons Freeway,35000.0,,4.0,31.2638905,-98.5456116
1960,Zenlayer,usa, CA, San Jose,9 Great Oaks Blvd,,,,36.7014631,-118.755997
1961,Switch Data Centers,usa, TX, Houston,5555 San Felipe Street,,,,31.2638905,-98.5456116
1962,China Telecom,china, Anhui, Tongling, Yi'an,,,,32.0,117.0
1963,Zenlayer,hong kong, Fo Tan,8 Wong Chuk Yeung Street,,,,,22.3951537,114.19810125947764
1964,Digital Realty,usa, CA, Santa Clara,3105 Alfred Street,50000,,9.0,36.7014631,-118.755997
1965,DataBank,usa, KS, Lenexa,11200 Lakeview Avenue,44250,26920,2.75,38.27312,-98.5821872
1966,MOD Mission Critical,usa, IA, Marion,5055 Rec Drive,10000,,0.81,41.9216734,-93.3122705
1967,"Ascenty, a Digital Realty Company",brazil, 13069-320, Campinas - SP, 1211 - Techno Park,53819.55,,6.0,-28.117455,-54.718511
1968,Expedient,usa, CO, Centennial,7347 South Revere Parkway,"32,000","18,500",1.6,38.7251776,-105.607716
1969,Flexential,usa, PA, Collegeville,101 Troutman Road,203703,203703,7.2,40.9699889,-77.7278831
1970,Hivelocity,south korea, Gyeonggi-do, Seongnam-si, Bundang-gu,,,,37.2884675,127.0535231
1971,Colocation America,usa, PA, Eagleville,1000 Adams Ave,30000,8000,,40.9699889,-77.7278831
1972,DataBank,usa, NY, Orangeburg,2000 Corporate Drive,,200000,40.0,43.1561681,-75.8449946
1973,Centersquare,usa, CA 95054, Santa Clara,1500 Space Park Drive,52000,30000,9.0,,
1974,H5 Data Centers,usa, PA, Philadelphia,1500 Spring Garden Street,72000,,,40.9699889,-77.7278831
1975,DataBank,usa, UT 84065, Bluffdale,14870 Pony Express Road,,88250,22.0,,
1976,Enzu,usa, AZ, Phoenix,1850 W Deer Valley Rd,,,,34.395342,-111.763275
1977,Cogent Communications,france, La Garenne-Colombes,77 Boulevard de la République,,,,,48.9069349,2.2465748
1978,FirstLight,usa, MA, Somerville,70 Inner Belt Road,3388,,,18.3414575,-64.9335173
1979,MOD Mission Critical,usa, CO, Aurora,11900 East Cornell Avenue,171289,,6.75,38.7251776,-105.607716
1980,Colocation America,usa, CA, San Francisco,200 Paul Avenue,32000,,4.8,36.7014631,-118.755997
1981,China Telecom,china, Xinjiang, Ürümqi, Ürümqi,,,,42.4804953,85.4633464
1982,TierPoint,usa, NY, Hawthorne,17 Skyline Drive,172000,13500,,43.1561681,-75.8449946
1983,China Telecom,uk, London E14 2AX,3 Nutmeg Lane,,,,,51.5156177,-0.0919983
1984,DataBank,usa, NJ, Newark,165 Halsey Street,55270,34360,0.82,40.0757384,-74.4041622
1985,China Telecom,south korea, Gyeonggi-do, Seongnam-si, Bundang-gu,,,,37.2884675,127.0535231
1986,MOD Mission Critical,hong kong, Chai Wan,399 Chai Wan Rd,,350000,,,22.2656067,114.2379644
1987,Colocation America,usa, FL, Miami,36 NE 2nd St,12000,,1.8,27.7567667,-81.4639835
1988,China Telecom,usa, NJ 07102, Newark,165 Halsey Street,,,,,
1990,Zenlayer,south korea, Seoul, Seocho-gu, Seocho-dong,,,,37.5666791,126.9782914
1991,Lumen,usa, DE, Newark,504 Interchange Blvd,17440,3300,,38.6920451,-75.4013315
1992,Tel Networks Inc.,canada, ON, Ottawa,410 Laurier Ave W,,,,50.000678,-86.000977
1993,Digital Realty,usa, VA 20147, Ashburn,43940 Digital Loudoun Plaza bldg g,180000,,13.75,,
